age,educ,exper,hours,wage,faminc,nkids,city
58,12,20,0,0,18500,0,1
46,12,10,0,0,21367,2,1
39,12,6,640,6.25,19151,3,1
31,10,4,413,0,13000,3,0
50,10,11,1664,0,16500,0,1
46,17,24,1500,10.204,35702,0,1
52,16,12,0,0,15200,2,1
52,12,19,2058,2.8054,37300,1,1
42,12,6,0,0,31700,1,1
47,14,9,520,0,21650,0,1
36,12,5,0,0,24400,2,1
41,11,18,1260,4.3651,7000,1,0
45,12,13,1877,3.7294,23980,0,1
31,12,1,0,0,10000,5,0
34,17,14,740,4.4595,17000,3,0
31,12,12,0,0,18000,0,0
54,14,30,30,1,9450,0,0
47,14,12,1960,6.6327,35400,1,1
48,12,7,1400,3.2558,20460,0,1
51,12,29,1920,9.6354,32500,0,1
52,8,0,0,0,23000,0,0
38,12,4,0,2.3111,21943,4,1
41,12,10,419,0,11950,3,1
42,11,6,0,0,22582,5,0
30,12,15,2033,25,23900,2,1
41,12,18,0,0,16050,0,1
52,12,23,0,0,17200,0,1
49,12,6,0,3.9333,21025,1,1
45,12,27,2081,4.4,24656,0,0
32,12,5,0,0,36000,4,0
52,8,24,1738,5.3826,16300,0,1
30,12,16,1688,2.931,34000,1,1
46,12,9,772,3.886,18600,2,1
37,17,4,500,3.0612,32600,1,1
52,12,5,1264,3.0952,22172,0,1
60,12,9,0,2.2222,48300,0,1
38,12,11,1610,3.354,9450,1,1
47,16,0,0,0,56100,2,0
55,14,35,450,13.554,30200,0,1
52,8,15,500,1.6,14550,3,0
45,12,4,0,0,15519,0,1
54,10,9,651,2.1505,16500,0,1
39,11,9,2318,5.0352,20957,2,1
32,12,13,1600,3.4014,16788,3,0
35,9,6,450,0,9600,3,0
55,12,12,520,1,24500,0,1
35,12,14,651,0,28450,3,1
36,12,0,0,0,37752,4,0
41,12,12,0,0,7050,5,0
33,14,6,690,0,48300,6,1
37,9,6,0,0,13300,6,1
58,8,2,0,0,10592,0,0
52,8,0,0,0,27000,0,1
47,12,6,0,2,25700,0,0
51,12,1,0,0,35020,0,1
36,12,2,0,0,14209,3,1
41,9,3,0,0,15825,3,0
56,9,0,0,0,12100,0,0
33,12,5,550,0,29300,2,1
54,12,9,0,0,17200,0,1
45,13,14,1663,3.55,18200,0,1
47,12,22,0,0,22200,0,1
44,13,8,0,0,40500,1,1
38,12,10,0,0,13700,2,1
51,12,14,0,2.6,40005,0,1
45,9,19,1100,2.7,13250,2,1
48,13,11,0,0,26613,0,1
41,12,10,0,0,14000,1,1
46,12,7,490,4.0816,18000,0,1
36,8,12,0,0,13400,1,0
60,16,37,2490,4.9819,19742,0,1
45,17,10,0,6.9444,42700,2,1
45,12,13,1440,1.5845,24800,0,1
42,10,7,0,0,11203,2,0
41,14,11,1516,6.5826,21660,2,1
53,12,0,0,0,28200,0,1
37,12,14,352,3.4091,18400,2,0
39,12,3,490,0,12925,4,1
31,12,3,384,0,37300,2,1
52,11,10,0,0,22300,0,1
53,12,24,1663,2.2222,20883,3,1
49,12,12,0,5.8065,15700,0,1
47,12,1,0,2.2222,18200,1,1
58,8,0,0,0,37700,0,0
54,12,19,1089,1.1217,24580,0,1
42,8,11,778,3.2134,31810,3,0
52,12,2,0,0,20177,2,0
35,14,11,520,8.6538,36150,4,1
48,17,23,1715,4,33856,2,1
39,12,24,1728,2,5000,0,0
30,14,12,160,2.2222,14000,3,0
45,14,25,1494,4.0161,14756,2,0
31,17,0,1516,7.2559,26100,3,0
47,9,7,1809,4.5645,10000,0,1
49,17,20,3000,7.6218,51000,0,1
30,12,1,0,0,19365,4,1
44,12,5,0,0,24000,1,1
56,5,20,1446,0,9380,0,1
35,13,6,270,1.8578,21367,3,1
41,12,15,610,0,24760,2,1
45,13,10,2000,3.55,12900,0,1
52,17,19,740,4.6235,34700,0,1
41,12,5,1253,0,14500,2,1
32,13,6,1446,3.2558,20460,3,0
55,12,9,0,0,26040,0,0
42,17,2,0,0,10000,4,1
34,17,10,1809,4.5,37300,0,1
37,11,1,0,0,14750,2,1
48,10,9,1520,4.6667,25700,1,1
43,12,2,2000,10.249,28069,2,1
51,12,4,0,0,35910,1,1
54,8,5,0,0,7500,0,1
46,12,16,1960,2.9412,15400,0,1
31,11,6,240,0,19151,5,0
41,12,14,0,0,26921,2,1
35,10,10,2110,4.9763,15620,2,0
54,12,19,900,2.7629,36150,3,1
55,9,35,520,0,18900,0,0
30,12,12,450,0,22800,2,1
58,12,18,0,0,22200,0,1
37,12,11,1904,4.7269,23300,3,1
33,16,11,0,2.4725,21520,2,1
55,14,35,419,1.1217,28700,0,0
44,11,4,0,0,15550,1,1
45,12,0,0,0,12900,0,1
38,12,4,0,0,16788,0,1
30,7,8,0,0,16200,3,0
44,13,4,1240,0,24125,0,1
39,12,3,1823,4.3884,18900,2,1
55,12,22,1960,4.5716,16212,0,0
47,12,2,0,0,35000,4,0
56,12,20,1632,9.5971,24000,0,0
30,12,3,0,0,14694,0,1
54,16,2,1355,4.7421,19495,0,1
47,7,9,0,0,21800,2,1
42,15,10,0,6.8677,22200,2,1
40,10,24,1848,0,14000,0,1
44,12,2,0,0,22200,4,1
47,12,2,0,0,21600,0,1
45,12,2,0,0,37300,0,1
55,8,29,480,2.4631,19820,1,0
47,9,14,2000,2,13300,0,0
31,10,4,0,0,4350,3,0
46,12,20,1969,1.7435,32300,0,1
48,16,16,2540,1.5845,35200,1,0
50,6,14,1944,0.8602,12405,0,1
59,8,15,0,0,12367,0,1
44,15,21,90,1,13066,4,1
37,10,16,2480,2.6331,6740,6,0
41,16,9,547,0.819,35600,1,1
46,11,12,2000,4,16120,0,0
42,13,32,2100,6.2275,19500,0,1
44,16,15,608,6,24669,0,1
51,12,10,0,0,13350,0,0
46,6,6,1820,0,22679,0,0
43,10,15,0,0,27092,2,1
34,12,5,0,4.6667,19022,2,1
60,8,9,0,0,10592,0,1
52,17,14,450,23.467,26921,1,0
48,7,13,156,1.1987,19022,2,0
45,9,10,0,0,10090,3,1
30,9,11,1224,0,28160,2,1
33,12,7,1355,0.6642,37300,3,1
52,12,35,1848,8.3333,12400,0,1
40,9,4,0,0,19772,4,1
57,10,19,0,0,16240,1,0
30,12,9,239,0,31431,3,1
41,12,2,0,0,33100,3,1
42,16,11,2058,5.6183,42430,2,1
48,12,14,0,0,15850,0,1
32,8,2,1587,2.0164,10400,6,0
45,12,13,1850,2.882,18600,0,1
38,9,6,0,0,2500,3,0
51,12,17,583,6.8182,6985,1,1
37,11,0,1350,1.7407,16200,4,0
46,16,11,2215,4.8583,27850,1,1
53,16,9,0,2.7692,26900,1,1
40,14,19,160,3.6797,21400,3,1
49,12,0,340,0,8630,0,1
35,17,10,1840,5.4126,32300,2,1
30,16,19,0,0,25700,2,1
34,16,14,2141,5.3713,26220,3,0
43,12,15,610,0,30300,1,1
46,12,19,2490,0,26100,0,1
42,12,7,346,5.8671,24470,0,0
56,12,0,0,0,22150,1,1
40,17,8,225,1.7778,32590,2,0
35,12,9,2000,3.4091,24125,2,1
47,7,3,0,0,21800,1,1
41,12,12,0,0,25500,5,1
45,15,10,0,0,7700,0,1
43,10,9,1848,3.6797,24984,1,1
46,12,9,0,0,15000,1,1
56,10,14,2750,4.0984,12077,0,1
54,12,24,1120,8.0357,18200,0,1
31,12,3,0,0,12092,1,0
43,17,1,0,0,28600,3,0
51,13,5,1610,6.25,55600,0,1
46,14,2,0,4.2339,15000,2,1
48,12,18,160,3.25,14090,1,0
46,12,6,1250,5.532,25704,1,0
32,12,12,0,1.9231,19007,4,1
34,12,3,690,1.1594,14800,1,1
46,12,21,2208,4.9819,28630,0,1
30,12,11,1840,2.9891,19013,0,0
50,12,18,2143,1,16200,2,0
48,7,13,156,1.1987,10190,3,0
31,16,16,3000,4.7826,18850,0,0
59,10,14,105,0,12160,0,0
38,17,10,0,2.4638,24470,3,1
36,13,19,1589,8.19,24900,3,1
37,16,14,2110,5.0352,32300,1,1
41,12,12,1355,3.5052,32600,0,0
58,8,9,0,0,44988,0,0
53,12,16,215,0,25700,2,1
54,8,20,0,0,13000,1,0
47,17,14,337,3.5714,18700,0,0
40,12,10,0,0,5000,5,0
47,14,11,0,0,56100,2,1
41,12,3,120,3.886,25700,2,1
52,10,20,0,0,8300,0,1
32,15,13,1984,9.3294,13755,4,1
40,8,0,550,2.3636,17465,5,1
59,12,14,1600,2.9891,14700,0,0
50,16,22,1486,4.4444,26000,1,1
58,12,29,1960,8.1746,14100,0,1
54,12,29,1791,6.7669,32600,0,1
59,12,37,1785,3.2558,12800,0,1
45,14,28,1820,4.8583,17400,1,1
34,13,17,1327,1.25,31106,3,0
38,16,15,1885,4,12900,1,1
46,12,13,156,3.25,13579,3,1
38,13,14,1330,4.7269,32590,2,1
53,16,20,0,22.5,29500,0,1
37,12,6,1352,2.071,13200,3,0
37,12,11,1984,3.4014,19800,1,0
52,12,7,0,0,24000,0,1
44,12,4,0,2.9261,17302,2,0
47,12,12,0,0,25000,0,1
31,17,5,0,0,19500,3,1
48,11,6,0,0,31106,4,1
53,12,14,1720,1.7821,16771,1,1
56,12,8,450,4,63500,2,1
35,16,13,12,3.6667,24125,4,1
49,10,0,0,0,15000,0,1
47,14,14,1240,8.5551,29850,0,1
40,12,25,3533,5.0948,28700,0,1
51,12,25,2000,4.5918,35000,0,1
52,17,8,0,0,68035,2,1
53,9,7,576,1.1765,28160,0,1
51,12,12,0,4.6875,20460,2,1
36,11,4,0,0,17640,3,0
49,12,3,0,0,18290,0,1
43,11,15,0,0,30650,2,1
37,12,11,0,2.6667,20960,2,0
30,15,8,0,0,14500,2,1
30,12,3,1240,5.8065,15700,2,1
55,12,23,0,0,15500,0,1
53,17,5,526,1.8762,26350,2,1
32,12,3,1000,0,40213,3,1
50,12,12,1621,6.4775,37000,0,0
56,12,5,0,0,18800,0,1
45,12,13,0,0,12916,2,1
49,12,19,1720,1.7442,33040,0,1
54,12,18,0,0,10400,0,1
54,12,30,1440,4.6875,9560,0,0
55,12,28,2000,4.5,18400,0,1
47,13,28,1960,10.204,45205,0,1
46,8,0,0,0,14400,0,1
48,16,10,910,8.5333,66300,2,1
41,9,9,651,2.8818,29800,1,1
34,12,9,1868,1.1594,12090,1,0
30,16,5,0,0,14300,2,0
54,14,27,2025,3.2096,25700,0,1
41,12,23,3120,0,18500,2,0
31,16,16,0,0,16510,1,1
39,8,2,0,0,21500,1,1
43,13,2,2581,4.5351,30419,2,1
47,12,4,0,0,22000,2,1
30,16,10,2419,6,23150,3,1
52,12,24,0,1.5845,12800,0,1
33,12,10,0,1.6264,8337,3,1
36,12,2,215,1.8605,21700,3,0
36,17,4,0,2.3333,37250,2,1
45,12,15,0,0,42800,1,1
49,12,3,0,3.825,24669,0,1
38,12,15,0,0,18850,4,1
39,12,2,0,0,24470,3,1
35,8,10,0,0,18874,5,1
49,13,19,1838,8.4224,24106,0,1
33,12,11,2014,2.907,21520,2,0
37,16,5,0,0,36000,4,1
52,12,19,1960,5.6183,25561,0,1
31,12,3,537,0,24000,2,0
53,10,30,0,0,9560,1,0
36,12,0,0,0,17045,3,0
51,12,34,1680,6.25,13810,0,1
48,16,5,0,0,42430,3,1
30,11,5,0,0,20500,3,1
41,14,3,0,0,24250,3,0
47,12,18,1600,2.9,24055,0,1
43,14,6,989,4.0625,25872,4,1
30,12,10,2646,0,40250,2,1
48,8,0,0,0,14400,1,0
45,16,19,1721,10.459,55000,0,1
31,12,22,1840,1.25,12000,0,1
53,12,10,660,3.6364,26350,0,1
32,12,6,1904,3.1975,21823,0,1
47,12,10,394,0,13000,0,1
36,12,19,1880,1.9,37600,4,0
36,12,14,1388,2.882,26080,1,1
45,10,1,0,0,30000,0,0
52,12,23,0,0,12000,0,1
33,12,3,293,3.3333,23500,3,1
34,12,4,576,3.4722,7000,2,0
30,12,0,240,2.0833,20300,2,0
43,16,34,2025,3.0416,45500,0,1
33,12,4,180,1.6667,2500,4,0
38,17,7,1516,7.2559,42000,2,0
37,11,10,240,0,17410,4,1
52,16,4,240,1.9231,30600,0,1
35,12,9,1324,3.0416,20300,3,1
54,17,17,975,6,66300,0,1
48,12,4,0,0,24656,2,1
34,14,10,0,0,30000,5,1
35,15,14,2110,4.9763,21650,2,0
43,17,0,0,2.6738,68035,6,1
32,12,7,300,23.467,15000,1,1
37,11,0,0,0,27000,1,0
59,12,24,910,4,18100,0,1
43,12,32,3640,0,18010,1,1
34,13,4,0,0,40250,2,1
51,14,35,2450,0,29553,0,1
53,12,20,720,2.931,21100,0,1
38,12,27,1120,8.0357,26201,0,1
42,12,13,0,0,16100,0,0
42,12,17,1944,1.749,24200,3,1
53,10,2,0,0,41500,3,1
44,12,3,0,0,13126,3,1
44,12,4,528,1.7442,29000,1,1
55,12,10,0,0,17730,0,1
55,12,7,1000,0,31000,0,1
32,17,10,960,13.554,37300,4,1
46,12,13,1875,7.8947,37000,1,1
35,11,11,0,0,17500,3,1
41,15,19,0,2,16682,2,1
34,11,7,800,0,30300,2,0
51,10,9,0,0,7608,1,0
31,12,19,2317,3.9286,14300,1,1
51,12,6,0,0,37300,3,1
36,12,5,0,0,6000,2,0
33,12,5,0,1.7442,29000,3,1
32,16,4,0,0,20883,2,1
52,10,0,0,0,15000,0,1
31,12,10,0,0.4762,32600,2,1
40,13,10,112,0,14700,2,1
41,12,8,561,2.6738,12077,1,1
45,12,13,1000,1.3472,19000,2,0
32,12,5,0,0,31800,3,1
44,12,5,0,0,6000,2,1
49,17,11,0,1.3472,24656,0,1
36,15,2,0,0,35000,4,0
39,17,13,1158,2.6375,29650,1,1
33,17,2,630,0,21520,3,1
34,14,0,160,0,21400,2,1
31,13,2,1300,2.7692,13066,4,1
42,17,19,154,21.429,35300,3,1
30,12,20,2100,2.2668,16860,2,1
60,12,20,0,0,15300,0,0
51,12,11,0,0,26680,1,0
41,16,8,547,0,12400,2,1
36,14,5,0,0,10027,4,0
39,12,9,1680,14.631,16200,0,1
45,12,13,0,0,14600,2,1
41,11,2,239,0,27760,3,1
53,12,8,1600,4.9763,77000,3,1
59,11,45,732,2.459,18200,0,0
33,14,6,2000,4.6667,32600,2,0
44,12,15,1101,0,11000,0,1
54,12,7,120,0,32000,0,0
47,15,35,2312,6.25,23980,0,1
44,12,14,1610,3.354,16310,1,0
37,9,10,240,0,17410,3,1
33,12,1,1348,2.2255,7840,4,0
36,12,0,0,0,18232,4,1
45,13,16,120,2.6042,17800,2,1
58,12,17,2419,4.599,6719,0,1
30,12,4,0,0,14090,3,1
59,14,38,1020,4.698,32011,0,0
37,12,14,0,0,10000,5,1
42,9,7,0,0,15825,2,0
41,12,10,215,2.7027,2400,0,0
39,12,12,0,0,37100,2,1
31,12,10,0,4.3365,13120,1,1
46,12,25,1173,0,16400,0,1
44,12,29,2100,7.2146,14300,1,1
56,12,15,1052,2.7629,14450,0,1
34,12,23,4210,1.6927,35207,0,0
30,10,10,0,0,16736,4,0
60,9,0,0,0,14000,0,0
32,12,13,0,0,7286,2,0
34,12,9,0,0,24135,5,1
50,10,10,0,0,8400,1,0
51,12,6,848,2.3585,24250,1,0
47,14,18,234,0,22172,1,1
49,12,20,1920,7.2146,18200,0,1
51,12,8,0,3.7879,40000,2,1
31,12,10,2088,4.7269,57300,2,1
48,12,6,0,2.1277,15519,1,1
32,8,11,3686,0.5426,20460,3,1
39,10,10,1960,2.9261,22962,1,1
54,16,9,740,4.0984,63500,2,1
36,12,5,0,0,12916,4,0
54,12,10,456,1.0965,7300,1,1
52,16,9,0,0,23675,2,1
35,14,0,1224,1.3472,19180,2,1
47,12,18,1260,3.5931,27300,4,1
54,11,13,0,0,16000,2,0
45,9,10,0,0,10090,2,1
41,12,30,1663,1.0989,32275,0,1
56,7,9,0,0,19007,0,1
40,12,11,1664,1.2019,16500,0,0
53,11,4,60,0,15150,1,0
46,17,22,1200,4.7826,32011,0,1
41,12,9,0,0,19180,3,1
48,12,13,1458,2.6375,8311,0,0
45,12,19,1080,2.2222,29300,2,1
34,14,5,0,2.5,26201,1,1
34,12,6,690,1.1594,17635,1,0
31,17,16,1791,8.0409,37300,4,1
43,12,4,0,0,9952,0,0
39,12,20,1440,6.7669,17200,3,1
45,12,14,1872,1.7163,28141,3,1
53,12,14,0,0,21574,0,0
47,7,3,0,0,21800,2,0
39,12,4,0,0,24760,1,1
41,14,14,1720,4.5716,12260,1,0
34,12,15,2000,4.6875,17200,1,0
50,16,0,0,2.7778,13700,1,1
30,17,15,1260,8.3333,37250,5,0
54,12,25,2208,8.9286,30300,0,0
41,12,5,0,2.6839,21620,4,1
34,7,11,413,2.4213,14000,3,0
47,12,10,0,0,16736,1,1
36,16,12,0,0,13400,1,1
60,16,0,2000,1,47000,0,1
41,12,21,1610,2.5,14100,0,0
38,12,14,1904,4.7269,22300,2,1
30,15,0,2000,3.445,51200,3,1
30,12,3,0,0,14800,2,1
42,12,8,0,0,28316,3,0
43,12,2,2750,9.3294,26060,1,1
45,12,14,1589,3.2096,22502,0,1
32,12,11,1904,4.7269,16510,3,0
51,12,14,980,3.0612,30800,1,1
35,11,9,2110,4.9763,8400,2,0
47,16,11,1600,6.8182,31875,3,1
41,11,12,1224,1.3472,21972,2,1
30,12,3,0,0,14694,3,1
60,12,18,2208,6.8677,24656,0,1
31,12,4,239,9.9331,20646,3,1
32,12,1,772,1,40213,3,0
44,14,2,0,0,23700,0,1
58,12,21,1174,2.6738,35350,0,1
37,12,1,1720,0,34000,1,0
31,14,10,2058,1.1217,35641,1,1
47,16,13,2141,2.9674,9600,0,1
54,12,25,1316,4.0984,32600,0,1
42,12,0,0,0,24106,1,1
35,16,6,0,1.4815,25780,4,0
45,12,22,1984,3.445,16212,0,0
34,12,1,0,0,12090,5,0
50,12,37,1302,5.3061,11500,1,1
42,16,5,0,1.9792,30200,4,1
41,12,14,0,0,14750,3,1
48,12,5,0,0,20300,1,1
41,12,13,0,0,7050,5,0
56,12,10,716,5.7259,35700,0,1
30,12,5,1880,1.3889,21800,1,0
49,10,15,0,0,15150,0,1
46,12,10,0,0,18300,2,1
57,12,6,0,0,12925,0,1
44,13,23,2000,2,18100,0,1
43,12,14,1904,2.2668,12160,2,0
38,12,7,456,2.7629,18900,1,1
44,12,23,910,1.25,16000,2,0
53,12,9,0,0,20200,2,1
37,12,10,0,1.8578,6740,3,1
47,12,14,240,3.4091,30000,2,1
46,9,6,0,3.6797,24479,1,0
51,12,23,2000,1.5845,9450,2,0
54,16,9,0,0,17730,0,1
43,12,1,1170,0,16917,1,1
36,12,0,0,0,26900,4,0
41,12,3,0,0,12092,1,0
30,16,11,520,0,17800,4,1
35,14,2,0,0,36000,2,0
41,12,0,0,0,12900,6,1
33,11,15,1878,3.6585,14090,2,1
51,8,1,0,0,12090,3,1
34,12,10,288,2.9388,9800,2,1
54,12,1,0,0,16150,1,1
41,12,10,0,8.3333,14600,1,1
46,13,11,2215,6.5826,18300,0,0
33,12,8,15,0,50900,0,1
37,14,7,1960,3.8068,33220,0,1
47,14,9,778,8.5551,31810,0,1
35,15,22,1579,0,43550,3,1
44,13,1,1952,8.5333,42430,1,1
38,12,4,0,2.9762,10000,1,0
39,12,21,1600,4.063,20425,1,1
48,8,11,0,0,14400,0,0
47,16,17,1264,6.4775,10776,1,1
56,10,11,0,0,8300,0,1
37,12,10,0,0,14750,4,1
38,13,8,2000,4.0984,37300,1,1
31,16,16,0,0.6642,18200,1,1
33,14,11,800,1.75,34000,3,1
43,12,10,1984,2.4069,20900,1,0
34,17,12,0,4.7688,7840,3,1
54,12,28,2144,2.6667,24400,0,1
37,16,16,2000,10.459,88000,5,1
36,12,11,1680,3.1975,17500,3,1
41,13,11,1944,0,14200,2,0
30,11,5,0,0,10027,4,0
57,12,15,0,0,24900,2,1
40,16,15,1984,4.6875,91044,2,1
52,16,22,910,8.5333,63200,2,1
49,12,1,0,0,8000,0,0
45,12,2,420,0.4762,17350,1,1
30,16,1,384,2.9167,32650,3,1
30,16,5,0,0,33920,2,1
53,14,0,0,0,27200,0,0
47,8,11,608,3.2134,18000,1,1
45,13,12,573,6.8493,28626,3,1
44,12,14,1868,4.5503,24900,1,1
42,12,0,0,0,18400,2,0
33,12,14,0,0,29000,4,1
50,14,19,1494,8.19,45500,0,1
44,10,14,1089,4.063,14884,0,1
31,12,0,1080,1.8519,17500,2,0
51,12,19,1600,0.7143,25561,0,1
30,12,1,112,2.6786,15810,3,0
52,12,8,0,0,19900,2,1
35,11,9,2272,4.5918,12800,3,0
45,12,30,2090,3.445,26921,0,1
53,14,28,480,4.5,18000,0,1
56,10,7,0,0,16308,1,1
30,12,9,80,1.25,8337,4,0
44,16,3,0,8.0357,51000,2,1
52,12,1,150,2,45500,1,1
32,12,9,1952,5.123,23820,2,0
47,12,2,0,0,20300,1,1
31,14,20,1960,5.3826,20800,2,0
55,17,37,2000,6.6335,28000,0,1
34,12,15,1944,4.1167,19013,1,0
48,12,22,1960,4,21367,0,1
44,7,9,0,0,27000,1,1
32,8,10,0,0,7720,2,0
39,9,1,0,0,12048,4,0
45,12,8,0,0,23426,1,1
53,6,0,0,0,11203,3,0
44,14,2,0,0,18874,2,0
52,12,37,1984,8.5333,12800,0,1
32,17,6,1030,7.8947,16917,3,1
32,13,10,0,0,14700,2,1
34,12,14,0,1.2245,30650,5,1
44,12,1,0,0,29500,1,1
31,9,3,0,0,10190,3,0
30,12,0,0,0,25100,2,0
56,12,16,2450,22.5,35200,0,1
38,17,10,584,3.0277,29150,2,1
31,13,8,1316,2.6,12900,1,1
47,12,3,0,0,24656,3,1
35,10,4,1225,2.9388,10776,1,0
44,11,9,0,0,8000,0,1
38,12,20,1376,2.907,16500,1,1
51,12,20,0,0,22200,1,1
49,12,11,1440,0,23150,0,1
57,14,24,293,0,5380,1,1
41,12,9,1000,0.819,37752,3,1
49,12,9,0,0,25320,0,1
34,12,0,0,0,14200,4,1
34,13,4,600,2.3333,18150,2,0
35,9,6,450,1.7778,13300,3,1
38,12,7,0,0,13126,3,0
60,14,24,2000,13.554,18850,0,0
32,12,0,1000,1.1594,28070,3,0
30,8,1,340,0,16658,8,0
43,12,10,0,3.4722,14200,2,0
42,12,8,0,1.749,20610,2,0
47,14,22,720,2.5,45205,2,1
42,9,1,0,0,15825,2,0
51,9,17,1720,2.4457,18232,1,1
50,11,5,1040,1.5385,28900,0,1
46,15,19,2014,3.445,24125,1,1
41,12,10,1760,4.5645,13300,4,1
44,12,4,0,0,13700,2,1
47,12,22,1715,25,26613,2,0
48,8,11,1840,2.7174,18750,0,1
34,12,2,0,0,17500,1,1
38,13,6,0,0,13000,1,0
50,17,25,2750,6,79750,0,1
49,17,28,15,5.6122,16245,0,0
43,12,11,1176,1.8824,24669,3,1
30,12,15,200,2.5,26000,4,1
60,7,11,0,0,14000,0,0
30,17,4,0,5.0872,40900,2,1
32,11,0,0,0,37700,0,1
35,12,19,3000,0,18500,2,0
48,17,3,1720,2.25,91044,1,1
42,14,16,1728,5.787,26350,1,1
38,17,12,2056,8.9286,43550,2,1
37,12,2,215,1.8605,13600,3,0
46,12,19,2000,4,21450,0,0
38,16,7,1516,7.2559,20883,1,1
48,12,3,156,0,36000,3,0
53,16,19,716,4.0984,21600,1,1
56,12,4,537,1.676,33856,1,1
45,12,8,0,0,21700,1,1
34,12,11,120,0,18800,4,0
44,12,12,0,0,18000,1,0
44,13,6,413,0,27000,2,0
36,16,11,0,3.8613,16450,3,1
48,9,29,720,1.6264,3305,0,0
48,12,14,1920,4.6875,26921,2,1
39,12,10,1600,2.1875,35000,2,1
37,12,4,0,2.9762,23057,3,1
51,12,8,520,3.7879,18450,2,1
31,12,10,1885,2.6738,12000,1,1
37,11,8,0,1.1765,28363,8,0
45,17,11,1960,4,25872,0,1
30,11,5,0,0,10027,4,0
59,12,21,500,4.1489,18500,0,1
30,14,3,0,0,26040,2,0
42,10,9,0,0,31000,2,1
30,14,6,0,0,19500,3,1
41,12,18,288,0,13740,3,1
32,12,0,0,0,15500,3,1
31,14,4,336,0,10190,3,0
35,11,15,2215,1.7778,14027,3,1
43,17,14,2090,15.385,26921,0,1
42,10,5,1750,2.5429,12239,2,0
43,10,4,0,0,15830,2,0
46,17,14,2490,2.8571,17900,0,0
49,17,22,1720,0,24149,0,1
30,12,2,0,6.3218,24000,2,1
44,10,10,1089,1.607,12405,0,1
33,12,7,1355,0.6642,18000,3,0
44,12,15,1170,5.6122,26060,2,1
45,17,11,2220,4.0437,36550,2,1
46,9,20,0,0,19700,3,1
30,16,8,0,1.607,20883,2,1
36,12,1,0,0,22172,2,0
32,16,4,0,3.46,58500,3,1
39,16,7,0,0,36150,2,1
52,12,10,0,0,29553,2,1
43,7,15,2045,3.9609,6740,0,0
54,13,10,0,1.7108,20460,2,1
51,10,3,0,0,14027,0,1
31,12,14,0,5.8671,13300,5,0
30,14,12,480,2.2222,14000,3,1
33,16,19,2058,3.6667,35300,3,0
37,12,8,0,3.75,16510,2,1
42,11,19,2110,3.1975,14209,0,0
54,12,17,2000,6.25,66300,0,1
49,12,17,1446,0,16084,0,0
43,12,8,0,2.2668,26800,1,1
33,12,15,980,3.6364,22502,3,0
42,12,2,0,0,16500,1,1
41,15,8,0,0,18450,4,0
37,14,23,0,0,14750,2,1
48,12,10,0,1.9231,33856,1,1
46,15,8,1912,5.2521,32500,0,1
55,12,23,2076,2.907,26250,0,1
35,17,7,2000,1.5845,31800,3,1
33,12,1,1880,3.4091,30000,1,1
35,12,5,0,0,8311,2,1
31,12,12,1877,0,18000,0,0
30,12,0,0,0,16000,2,1
50,12,35,1020,7.8431,21040,0,1
34,12,16,2000,3.2558,13600,3,1
32,12,8,1729,7.0667,14136,3,0
47,12,35,2147,11.848,26680,0,1
34,9,0,0,0,7040,1,0
30,16,18,1791,8.5333,19000,1,1
43,12,9,1663,2.9891,32275,0,1
55,17,37,860,2.882,35641,0,1
49,14,25,1610,1.1217,26921,1,1
52,12,12,0,0,18000,0,0
38,11,12,0,3.0717,20300,3,1
30,13,19,2144,4.5,34220,1,1
30,12,1,112,2.6786,15810,3,0
45,12,3,1040,1.6,10020,0,1
45,16,3,0,4.6875,30419,1,1
46,12,15,252,2.2727,28300,3,0
32,12,30,419,0,22995,2,1
54,12,10,1579,8.9286,33220,2,0
51,11,8,0,0,28600,0,1
45,12,2,0,0,21025,1,1
34,12,13,1327,3,8630,2,1
45,10,9,1176,3.46,21800,2,1
54,17,30,1960,8.5333,28700,1,0
47,12,11,0,0,13530,3,0
44,12,6,772,0,31800,1,1
51,12,24,2540,4.7269,14136,0,0
47,16,4,0,2.6565,63200,0,1
43,16,12,419,0,45500,4,1
36,12,9,547,0,15700,2,0
43,12,20,2058,10.204,23057,0,1
34,12,9,0,0,5000,3,0
43,14,23,2076,3.445,26921,0,1
35,13,6,0,1.4815,28200,4,1
37,14,8,0,2.9388,28630,2,1
34,10,12,1729,5.7259,17080,3,1
53,13,7,0,0,20200,0,1
34,17,12,240,4.5503,19180,2,1
37,13,4,0,0,21120,6,0
46,14,9,337,8.19,50900,2,1
30,13,11,2014,5.4126,16917,1,0
49,12,1,0,0,8000,0,0
41,12,3,547,0.819,16771,3,1
31,10,4,0,0,4350,3,0
32,16,11,0,0,13440,3,0
48,12,16,1729,4.7421,22650,0,1
42,12,9,480,2,32650,5,1
32,12,8,1080,0,10000,3,0
59,10,4,0,1.6667,15150,1,1
45,15,1,300,3.2986,40250,3,1
48,12,4,0,0,13700,2,1
49,15,2,0,0.6564,29400,1,1
52,11,15,0,0,30300,2,1
43,12,25,975,4.2339,19500,0,1
45,12,19,2500,4.0437,39500,3,0
36,14,1,120,2.7,32650,0,1
33,12,4,180,1.6667,2500,4,0
34,17,7,2147,14.631,36550,2,0
34,12,4,1348,0,12048,4,0
42,10,7,282,1,11203,2,0
38,12,15,0,0,18600,2,1
